fatality,injury,latitude,longitude,permit_count,unique_job_types,unique_work_types,residential_any,temperature,rainfall,wind_speed,weighted_fatality_index,is_repeat_site,day_incident_pct,borough_Brooklyn,borough_Manhattan,borough_Queens,borough_Staten Island,check2 description_Material Failure (Fell),check2 description_Mechanical Construction Equipment,check2 description_Other Construction Related,check2 description_Scaffold/Shoring Installations,check2 description_Struck By,check2 description_Worker Fell,record type description_Incident,record type description_Not DOB Jurisdiction,record type description_Notification
0,1,40.659964,-74.003114,1,1,1,1,18,0,19,0,0,17,1,0,0,0,0,0,1,0,0,0,0,1,0
1,2,40.687616491809166,-73.966961969069,3,2,8,1,9,0,16,2,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,40.76253677077479,-73.92355840121445,20,6,5,1,25,14,20,2,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.758393,-73.981537,259,259,259,0,21,2,15,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,40.660672,-73.995343,9,9,9,1,30,0,12,0,0,17,1,0,0,0,0,1,0,0,0,0,1,0,0
0,1,40.772632,-73.952462,1,1,1,1,13,10,39,0,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.757978,-73.979783,27,27,27,0,4,2,15,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.779168,-73.954779,35,35,35,0,3,0,23,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.703756,-73.986309,7,7,7,0,21,0,33,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0
1,0,40.847599442463405,-73.84656412151719,8,9,5,0,9,8,13,1,1,19,0,1,0,0,0,0,0,0,1,0,0,0,0
0,0,40.698807,-73.941194,1,1,1,0,15,0,21,0,0,18,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.597179,-73.971344,4,4,4,0,-3,1,16,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.735668,-73.957396,15,15,15,1,-5,0,6,0,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.85113,-73.909771,9,7,7,0,7,8,15,0,0,19,0,0,0,0,1,0,0,0,0,0,0,0,0
1,2,40.87922017005592,-74.1643904231831,17,1,9,0,6,0,33,2,1,3,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.766168,-73.778401,1,1,1,1,-3,0,19,0,0,19,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,40.745817,-73.972016,18,18,18,0,21,0,32,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.772632,-73.952462,9,7,7,0,7,0,24,0,1,3,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.860335,-73.895537,9,7,7,0,15,0,11,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.634997,-74.137798,1,1,1,1,14,0,17,0,0,19,0,0,0,1,0,0,1,0,0,0,1,0,0
0,1,40.677654,-73.995064,2,2,2,0,21,0,15,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.822051,-73.874919,6,6,6,0,5,0,21,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.724705,-74.002782,4,4,4,0,18,0,20,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.735668,-73.957396,15,15,15,1,18,0,20,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.751493,-73.984011,22,22,22,0,2,0,10,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.883024,-73.833249,10,10,10,1,9,0,14,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.703817,-73.963374,7,7,7,0,20,17,10,0,1,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.635889,-73.986013,2,2,2,1,26,0,27,0,0,19,1,0,0,0,1,0,0,0,0,0,1,0,0
0,1,40.689883,-73.979793,15,15,15,0,4,0,17,0,1,18,1,0,0,0,0,0,1,0,0,0,0,0,0
1,0,40.68883806653963,-74.184681403905,40,5,9,0,23,0,15,1,1,18,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.771378,-73.959402,4,4,4,1,-3,0,23,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.775322,-73.960169,29,29,29,1,-2,1,15,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.680609,-73.952845,15,15,15,0,16,0,27,0,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.683006,-73.962733,9,7,7,0,22,0,16,0,0,18,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.763381,-73.971551,96,96,96,0,7,0,24,0,1,3,0,1,0,0,0,0,0,1,0,0,0,0,0
0,0,40.719651,-73.91119,3,3,3,0,-2,0,13,0,0,19,0,0,1,0,0,0,1,0,0,0,1,0,0
0,0,40.563129,-74.099439,1,1,1,1,14,0,28,0,0,18,0,0,0,1,0,0,0,1,0,0,1,0,0
0,1,40.706114,-74.01126,41,41,41,1,17,0,14,0,0,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.712706,-73.967694,24,24,24,1,28,1,30,0,0,17,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.680609,-73.952845,15,15,15,0,17,0,18,0,1,19,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0,40.694109,-73.965114,2,2,2,1,21,5,14,0,0,3,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.707947,-73.968433,3,3,3,0,18,0,25,0,1,19,1,0,0,0,1,0,0,0,0,0,0,0,0
0,0,40.518671,-74.240136,12,12,12,0,2,1,36,0,0,17,0,0,0,1,0,0,0,1,0,0,0,0,1
0,1,40.786594,-73.976488,8,8,8,1,13,2,27,0,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.783767,-73.975774,16,16,16,1,20,0,14,0,1,18,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,40.763909,-73.98021,5,5,5,1,5,7,42,0,0,19,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,40.654576,-73.867067,5,5,5,1,4,3,16,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.59724,-73.965377,12,12,12,1,24,7,25,0,0,19,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,40.595204,-73.782638,8,8,8,1,2,0,15,0,1,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.720822,-73.980602,17,17,17,1,27,0,15,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.638003,-74.003376,1,1,1,1,22,0,37,0,1,3,1,0,0,0,0,0,0,1,0,0,1,0,0
0,1,40.645445,-73.951918,7,7,7,0,3,2,16,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.7527,-73.930709,2,2,2,0,0,0,13,0,1,19,0,0,1,0,1,0,0,0,0,0,1,0,0
0,1,40.754421,-73.980213,8,8,8,0,6,0,20,0,1,19,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.654028,-73.877779,6,6,6,1,24,2,23,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0
1,2,40.55328245554113,-74.07540966556535,30,2,4,1,-6,3,10,2,1,18,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.794723,-73.973581,15,15,15,1,10,23,20,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.760857,-73.979717,328,328,328,0,-4,0,31,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,40.87513372887052,-74.17104582026212,10,7,1,0,16,3,26,1,1,19,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.597763,-74.101705,9,7,7,0,6,24,48,0,0,18,0,0,0,1,0,0,1,0,0,0,1,0,0
0,1,40.869835,-73.89874,7,7,7,0,18,0,16,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.87181,-73.89161,8,8,8,1,12,0,16,0,0,19,0,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.772632,-73.952462,2,2,2,0,17,2,12,0,1,19,0,1,0,0,0,0,1,0,0,0,1,0,0
0,0,40.607681,-74.010999,15,15,15,1,1,0,20,0,0,17,1,0,0,0,0,0,0,0,0,0,1,0,0
0,1,40.658893,-73.942458,20,20,20,0,6,1,35,0,0,18,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.721627,-73.984307,4,4,4,0,18,0,24,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.668935,-73.958743,4,4,4,0,9,7,23,0,0,17,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.677917,-73.988488,4,4,4,0,4,0,28,0,1,18,1,0,0,0,0,1,0,0,0,0,0,0,0
0,0,40.706187,-73.904225,9,7,7,0,16,0,19,0,0,2,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,40.707373,-73.968411,3,3,3,0,23,24,20,0,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.745131,-73.986957,143,143,143,1,18,3,12,0,0,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.721627,-73.984307,1,1,1,1,6,0,20,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.6365,-74.01928,1,1,1,0,8,3,22,0,1,19,1,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.745817,-73.972016,18,18,18,0,0,0,20,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.676183,-73.892876,2,2,2,0,24,0,14,0,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.576271,-73.982552,21,21,21,1,5,0,22,0,0,17,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.681608,-73.980192,3,3,3,1,-1,0,26,0,0,17,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.705189,-74.011505,124,124,124,0,0,27,25,0,1,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,2,40.731774,-73.9604,1,1,1,0,22,0,8,1,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.5873,-73.952133,7,7,7,1,22,0,27,0,0,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.741822,-73.965787,9,7,7,0,13,0,18,0,0,19,0,0,0,1,0,0,0,1,0,0,1,0,0
0,0,40.645513,-73.96332,4,4,4,0,9,34,31,0,0,18,1,0,0,0,0,0,0,1,0,0,1,0,0
0,1,40.688896,-73.989969,45,45,45,0,12,0,17,0,1,19,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.772885,-73.979865,39,39,39,1,8,0,19,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,40.645364213157286,-74.15704086650398,37,9,4,1,8,0,19,1,1,19,0,0,1,0,0,0,0,0,1,0,0,0,0
0,1,40.839928,-73.94254,61,61,61,0,19,0,15,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.723485,-73.84849,13,13,13,1,2,0,19,0,0,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.772632,-73.952462,3,3,3,0,1,0,30,0,1,18,0,1,0,0,1,0,0,0,0,0,0,0,0
1,1,40.69484832024198,-73.8190085638343,25,2,9,1,15,1,15,1,1,17,0,0,0,0,1,0,0,0,0,0,0,0,0
0,1,40.748112,-73.938769,16,16,16,0,20,0,17,0,1,3,0,0,1,0,0,0,1,0,0,0,0,0,0
0,0,40.712508,-73.951729,9,7,7,0,14,1,12,0,0,3,1,0,0,0,0,0,0,1,0,0,1,0,0
0,1,40.755641,-73.975109,92,92,92,0,4,0,16,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.69214,-73.984628,9,9,9,1,25,0,36,0,1,17,1,0,0,0,0,0,1,0,0,0,0,0,0
1,1,40.844360931421775,-74.23910571223145,33,4,2,0,10,4,12,1,1,18,0,0,0,1,1,0,0,0,0,0,0,0,0
0,1,40.75233,-73.984076,10,10,10,0,15,0,13,0,0,18,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.860843,-73.889744,26,26,26,0,23,0,13,0,0,19,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.824029,-73.843362,9,7,7,0,15,0,11,0,1,19,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.655503,-73.948826,2,2,2,0,16,13,13,0,1,2,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.759417,-73.98319,9,9,9,0,25,32,16,0,0,17,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,40.757406,-74.000787,24,24,24,0,15,3,25,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.750214,-73.973108,133,133,133,0,0,0,23,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.794317,-73.94327,2,2,2,0,20,7,17,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.757406,-74.000787,24,24,24,0,16,0,11,0,1,19,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,40.756545,-73.935047,34,34,34,1,-1,0,17,1,0,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,40.750214,-73.973108,133,133,133,0,27,0,17,0,1,19,0,1,0,0,1,0,0,0,0,0,1,0,0
0,1,40.705427,-73.951825,2,2,2,0,8,0,14,0,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.780356,-73.959754,37,37,37,1,-1,0,20,0,0,17,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,40.79861702866439,-73.8978993053276,45,2,7,0,14,0,12,1,1,18,0,0,0,0,0,0,0,0,0,1,0,0,0
0,1,40.763592,-73.961703,14,14,14,1,17,0,14,0,0,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.764454,-73.972871,125,125,125,1,6,3,9,0,1,18,0,1,0,0,0,0,0,1,0,0,0,0,0
1,2,40.72200130012826,-73.99634875200297,11,8,8,1,25,0,14,2,1,18,1,0,0,0,0,0,0,0,0,1,0,0,0
0,2,40.737213,-73.996958,8,8,8,0,-4,1,5,1,0,17,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.845895,-73.89852,5,5,5,1,23,0,16,0,0,17,0,0,0,0,0,0,0,0,0,1,0,0,0
0,0,40.782362,-73.98084,35,35,35,1,19,0,17,0,0,19,0,1,0,0,1,0,0,0,0,0,0,0,1
1,0,40.681356,-73.892698,2,2,2,0,18,0,11,1,0,17,1,0,0,0,0,0,1,0,0,0,0,0,0
0,0,40.772885,-73.979865,39,39,39,1,23,33,27,0,1,19,0,1,0,0,0,0,1,0,0,0,1,0,0
0,1,40.753677,-73.918732,4,4,4,0,0,0,36,0,0,19,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.724705,-74.002782,8,8,8,1,-4,0,19,0,1,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,0,40.629859,-73.997503,8,8,8,0,10,9,27,0,0,2,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.755474,-73.994799,29,29,29,1,10,0,22,0,1,3,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.6365,-74.01928,1,1,1,0,26,1,30,0,1,19,1,0,0,0,0,0,0,0,0,1,0,1,0
0,5,40.864118,-73.916764,2,2,2,0,3,31,49,2,1,17,0,1,0,0,0,1,0,0,0,0,0,0,0
0,0,40.793971,-73.942403,5,5,5,0,6,0,12,0,1,19,0,1,0,0,0,1,0,0,0,0,1,0,0
0,1,40.716715,-74.000346,3,3,3,0,17,0,15,0,0,19,0,1,0,0,0,0,0,0,0,1,0,0,0
1,0,40.61503517122612,-73.91612339027328,27,8,9,1,14,8,25,1,1,18,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,40.776956,-73.915371,22,22,22,1,17,0,23,0,0,19,0,0,1,0,0,0,1,0,0,0,1,0,0
0,1,40.771548,-73.958849,37,37,37,1,21,0,14,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
1,1,40.74899743154459,-74.17385080488923,42,6,7,0,21,11,14,1,1,2,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.721351,-73.99908,13,13,13,0,16,3,21,0,0,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.811232,-73.936648,4,4,4,1,18,0,15,0,0,19,0,1,0,0,0,0,1,0,0,0,0,0,0
0,1,40.665392,-73.959888,8,8,8,0,23,0,14,0,0,17,1,0,0,0,0,0,1,0,0,0,0,0,0
0,1,40.755641,-73.975109,92,92,92,0,16,7,15,0,1,18,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.74817,-73.938805,34,34,34,0,25,3,7,0,1,18,0,0,1,0,0,0,0,0,0,1,0,0,0
0,1,40.687759,-73.982898,34,34,34,1,18,0,19,0,1,17,1,0,0,0,0,0,1,0,0,0,0,0,0
1,2,40.78165095938087,-73.93213199590349,10,5,9,1,-4,4,10,2,1,18,0,0,1,0,0,0,0,0,0,1,0,0,0
0,0,40.731774,-73.9604,17,17,17,0,17,0,19,0,1,18,1,0,0,0,1,0,0,0,0,0,1,0,0
0,0,40.656994,-74.002811,1,1,1,0,19,0,17,0,0,19,1,0,0,0,0,0,1,0,0,0,1,0,0
1,0,40.74731934880967,-74.06158825320828,3,4,6,0,2,0,17,1,1,17,0,1,0,0,1,0,0,0,0,0,0,0,0
0,1,40.732621,-73.991232,21,21,21,1,17,0,16,0,0,17,0,1,0,0,0,0,0,0,0,1,0,0,0
0,0,40.670372,-74.003947,12,12,12,1,16,0,13,0,1,18,1,0,0,0,0,0,1,0,0,0,1,0,0
0,1,40.808595,-73.949557,4,4,4,1,-2,2,17,0,1,18,0,1,0,0,0,0,0,0,0,1,0,0,0
0,1,40.756649,-73.921998,1,1,1,1,6,0,13,0,0,19,0,0,1,0,0,0,0,0,0,1,0,0,0
1,0,40.87716822827247,-73.88473881951057,5,7,8,0,11,12,30,1,1,18,0,0,0,1,0,0,1,0,0,0,0,0,0
0,0,40.750242,-73.973177,133,133,133,0,24,1,12,0,1,18,0,1,0,0,0,0,1,0,0,0,1,0,0
1,0,40.66838516389962,-73.80335892152456,45,4,4,1,11,1,33,1,1,18,0,0,0,1,0,0,0,0,1,0,0,0,0
